med_code,med_school_name,med_city,med_state_name,med_est,med_degree,med_address,med_mcat_score,med_lon,med_lat,med_state,med_county,med_tract,med_geoid,med_n_primary,med_n_specialty
04075,"College of Osteopathic Medicine of the Pacific, Northwest",Lebanon,Oregon,2011,DO,"Western Univ Health Sci College of Osteopathic Med of the Pacific Northwest, Lebanon, OR 97355",NA,-122.9106876,44.549224,41,043,030800,41043030800,21,43
04101,Perelman School of Medicine at the University of Pennsylvania,Philadelphia,Pennsylvania,1765,MD,"UNIV OF PA SCH OF MED, PHILADELPHIA PA 19104",518,-75.192598,39.9476279,42,101,036900,42101036900,1593,5328
04102,Sidney Kimmel Medical College at Thomas Jefferson University,Philadelphia,Pennsylvania,1824,MD,"JEFFERSON MED COLL-THOS JEFFERSON UNIV, PHILADELPH",512,-75.1559531,39.9489094,42,101,000600,42101000600,2777,7208
04112,University of Pittsburgh School of Medicine,Pittsburgh,Pennsylvania,1883,MD,"UNIV OF PITTSBURGH SCH OF MED, PITTSBURGH PA 15261",515,-79.9613241,40.4431287,42,003,982200,42003982200,1682,4262
04177,Philadelphia College of Osteopathic Medicine,Philadelphia,Pennsylvania,1899,DO,"PHILADELPHIA COLL OF OSTEO MED, PHILADELPHIA PA 19",500,-75.2165431,40.0051169,42,101,012204,42101012204,3489,4783
04113,Temple University School of Medicine,"Philadelphia, Pittsburgh (branch campus, begins 2013), Bethlehem (branch campus, begins 2011)",Pennsylvania,1901,MD,"TEMPLE UNIV SCH OF MED, PHILADELPHIA PA 19140",512,-75.1522336,40.0068696,42,101,020101,42101020101,2338,5441
04114,Pennsylvania State University College of Medicine,Hershey,Pennsylvania,1963,MD,"PA STATE UNIV COLL OF MED, HERSHEY PA 17033",509,-76.6770665,40.2649896,42,043,024105,42043024105,1329,3121
04178,Lake Erie College of Osteopathic Medicine,Erie & Greensburg,Pennsylvania,1992,DO,"LAKE ERIE COLL OF OSTEO MED, ERIE, PA  16509",503,-80.105942,42.080801,42,049,003000,42049003000,817,1577
04116,Geisinger Commonwealth School of Medicine,Scranton,Pennsylvania,2008,MD,THE COMMONWEALTH MED COLL,510,-75.655996,41.413268,42,069,100600,42069100600,121,217
04301,Alpert Medical School at Brown University,Providence,Rhode Island,1811,MD,"BROWN MEDICAL SCHOOL, PROVIDENCE RI 02912",515,-71.4087208,41.8188215,44,007,000600,44007000600,1029,2235
04501,Medical University of South Carolina College of Medicine,Charleston,South Carolina,1823,MD,"MED UNIV OF SC COLL OF MED, CHARLESTON SC 29425",509,-79.9485289,32.786597,45,019,000600,45019000600,1891,4187
04504,University of South Carolina School of Medicine,Columbia,South Carolina,1977,MD,"UNIV OF SC SCH OF MED, COLUMBIA SC 29208",506,-81.0274276,33.996112,45,079,002900,45079002900,883,1445
04575,Edward Via College of Osteopathic Medicine - Carolinas Campus,Spartanburg,South Carolina,2010,DO,"EDWARD VIA CAROLINAS COLL OF OSTEO MED, SPARTANBUR",500,-81.940222,34.9545825,45,083,020400,45083020400,33,94
04505,University of South Carolina School of Medicine Greenville,Greenville,South Carolina,2012,MD,"University of South Carolina School of Medicine Greenville, Greenville, SC 29605",507,-82.4114201,34.8215512,45,045,002103,45045002103,46,55
04601,Sanford School of Medicine of the University of South Dakota,Vermillion,South Dakota,1907,MD,"UNIV OF SD SCH OF MED, VERMILLION SD,57069",509,-96.928511,42.782197,46,027,965900,46027965900,682,1204
04706,University of Tennessee College of Medicine,"Memphis, Chattanooga, Knoxville (only 3rd and 4th-year)",Tennessee,1850,MD,"UNIV OF TN, HLTH SCI CTR, COLL OF MED, MEMPHIS TN",510,-90.03254,35.138107,47,157,003700,47157003700,2424,4821
04705,Vanderbilt University School of Medicine,Nashville,Tennessee,1874,MD,"VANDERBILT UNIV SCH OF MED, NASHVILLE TN 37232",520,-86.8025487,36.1422248,47,037,016500,47037016500,902,3391
04707,Meharry Medical College School of Medicine,Nashville,Tennessee,1876,MD,"MEHARRY MED COLL SCH OF MED, NASHVILLE TN 37208",499,-86.8069451,36.1670761,47,037,014200,47037014200,1485,2028
04720,East Tennessee State University James H. Quillen College of Medicine,Johnson City,Tennessee,1978,MD,"E TN STATE UNIV J H QUILLEN COLL OF MED, JOHNSON C",506,-82.3789323,36.3094141,47,179,062000,47179062000,759,1144
04710,Lincoln Memorial University DeBusk College of Osteopathic Medicine,Harrogate,Tennessee,2007,DO,"LINCOLN MEM UNIV MED DEPT, KNOXVILLE",NA,-83.9230961,35.9654861,47,093,000100,47093000100,NA,NA
04802,University of Texas Medical Branch School of Medicine,Galveston,Texas,1891,MD,"UNIV OF TX MED BRANCH GALVESTON, GALVESTON TX 7755",508,-94.7758738,29.3107498,48,167,724300,48167724300,2612,5873
04804,Baylor College of Medicine,"Houston, Texas",Texas,1900,MD,"BAYLOR COLL OF MED, HOUSTON TX 77030",515,-95.396241,29.710529,48,201,313100,48201313100,1781,5357
04812,University of Texas Southwestern Medical School at Dallas,Dallas,Texas,1943,MD,"U OF TX SOUTHWESTERN MED SCH AT DALLAS,  DALLAS TX",514,-96.8401597,32.812091,48,113,010000,48113010000,2260,6323
04813,University of Texas School of Medicine at San Antonio,San Antonio,Texas,1959,MD,"UNIV OF TX MED SCH AT SAN ANTONIO, SAN ANTONIO TX",509,-98.5753521,29.5074654,48,029,181402,48029181402,2355,5237
04815,Texas Tech University Health Sciences Center School of Medicine,Lubbock,Texas,1969,MD,"TX TECH UNIV HLTH SCI CTR SCH OF MED, LUBBOCK TX 7",508,-101.8919265,33.5891044,48,303,000500,48303000500,1395,2675
04878,University of North Texas Health Science Center Texas College of Osteopathic Medicine,Fort Worth,Texas,1970,DO,"UNIV NORTH TX HLTH SCI CTR, COLL OSTEO MED, FT WOR",507,-97.3688754,32.7500894,48,439,102100,48439102100,1730,1926
04814,University of Texas Medical School at Houston,Houston,Texas,1972,MD,"U OF TX MED SCH AT HOUSTON, HOUSTON TX 77225",511,-95.3971323,29.7127774,48,201,313100,48201313100,2256,5030
04816,Texas A&M Health Science Center College of Medicine,College Station,Texas,1977,MD,"TX A & M UNIV SYS HSC, COLL OF MED, COLLEGE STATIO",510,-96.336499,30.618531,48,041,002015,48041002015,871,1705
04817,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,El Paso,Texas,2007,MD,TX TECH UNIV HLTH SCI CTR PAUL L FOSTER SCH OF MED,507,-106.4309982,31.7718881,48,141,003200,48141003200,125,202
04901,University of Utah School of Medicine,Salt Lake City,Utah,1906,MD,"UNIV OF UT SCH OF MED, SALT LAKE CTY UT 84132",510,-111.835748,40.77038,49,035,101400,49035101400,1172,2940
05002,University of Vermont College of Medicine,Burlington,Vermont,1822,MD,"UNIV OF VT COLL OF MED, BURLINGTON VT 05405",512,-73.1935685,44.4778028,50,007,003900,50007003900,1275,2689
05101,University of Virginia School of Medicine,Charlottesville,Virginia,1827,MD,"UNIV OF VA SCH OF MED HLTH SYS, CHARLOTTESVILLE VA",518,-78.4991815,38.0319129,51,540,000600,51540000600,1626,4170
05104,"VCU School of Medicine, Medical College of Virginia Health Sciences Division",Richmond,Virginia,1838,MD,"VA COMMONWEALTH UNIV, SCH OF MED, RICHMOND VA 2329",511,-77.4302584,37.5396773,51,760,030200,51760030200,2372,4794
05107,Eastern Virginia Medical School,Norfolk,Virginia,1973,MD,"E VA MED SCH OF M C OF HAMPTON RDS, NORFOLK VA  23",512,-76.3036051,36.860402,51,710,004002,51710004002,1324,2365
05108,Virginia Tech Carilion School of Medicine and Research Institute,Roanoke,Virginia,2008,MD,VIRGINIA TECH CARILION SCHOOL OF MEDICINE,513,-79.9425985,37.2575796,51,770,001200,51770001200,52,109
05176,Liberty University College of Osteopathic Medicine (LUCOM),Lynchburg,Virginia,2013,DO,"Liberty University College of Osteopathic Medicine, Lynchburg, VA 24515",500,-79.1796321,37.3372397,51,031,020200,51031020200,0,1
05404,University of Washington School of Medicine,"Seattle; Bozeman, MT - Anchorage, AK - Moscow, ID - Laramie, WY (only 1st-year)",Washington,1946,MD,"UNIV OF WA SCH OF MED, SEATTLE WA 98195",507,-122.3084015,47.6499333,53,033,005302,53033005302,2856,4279
05501,West Virginia University School of Medicine,Morgantown;Charleston &Martinsburg (only clinical years),West Virginia,1902,MD,"WV UNIV SCH OF MED, MORGANTOWN WV 26506",507,-79.9581012,39.6548131,54,061,010201,54061010201,1168,2530
05575,West Virginia School of Osteopathic Medicine,Lewisburg,West Virginia,1974,DO,"WV SCH OF OSTEO MED, LEWISBURG WV 24901",500,-80.4381192,37.8040415,54,025,950600,54025950600,1038,1271
05502,Joan C. Edwards School of Medicine at Marshall University,Huntington,West Virginia,1977,MD,"J C EDWARDS SCH MED MARSHALL U, HUNTINGTON WV 2575",501,-82.4268836,38.4090996,54,011,001500,54011001500,687,1022
05605,University of Wisconsin School of Medicine and Public Health,Madison,Wisconsin,1907,MD,"UNIV OF WI MED SCH, MADISON WI 53706",512,-89.429693,43.07788,55,025,003200,55025003200,2086,4165
05606,Medical College of Wisconsin,"Milwaukee, Green Bay, Wausau",Wisconsin,1912,MD,"MED COLL OF WI, MILWAUKEE WI 53226",510,-88.0211208,43.0435866,55,079,185300,55079185300,2433,5346
NA,Mayo Medical School,Scottsdale,Arizona,2017,MD,"Mayo Medical School, Arizona, Scottsdale",NA,-111.79511,33.5840516,NA,NA,NA,NA,NA,NA
NA,Arkansas College of Osteopathic Medicine,Fort Smith,Arkansas,2014,DO,"Arkansas College of Osteopathic Medicine, Arkansas, Fort Smith",NA,-94.31930059999999,35.31775,NA,NA,NA,NA,NA,NA
NA,New York Institute of Technology College of Osteopathic Medicine at Arkansas State University,Jonesboro,Arkansas,2016,DO,"New York Institute of Technology College of Osteopathic Medicine at Arkansas State University, Arkansas, Jonesboro",NA,-90.67842290000002,35.842162,NA,NA,NA,NA,NA,NA
NA,Charles R. Drew University of Medicine and Science,Willowbrook,California,1966,MD,"Charles R. Drew University of Medicine and Science, California, Willowbrook",NA,-118.2426306,33.9256133,NA,NA,NA,NA,NA,NA
NA,California University of Science and Medicine,San Bernardino,California,2015,MD,"California University of Science and Medicine, California, San Bernardino",NA,-117.2821862,34.0597176,NA,NA,NA,NA,NA,NA
NA,Idaho College of Osteopathic Medicine,"Meridian, Idaho",Idaho,2017,DO,"Idaho College of Osteopathic Medicine, Idaho, Meridian, Idaho",NA,-116.3767157,43.594583,NA,NA,NA,NA,NA,NA
NA,University of Illinois at Urbana-Champaign Carle Illinois College of Medicine,Urbana-Champaign,Illinois,2015,MD,"University of Illinois at Urbana-Champaign Carle Illinois College of Medicine, Illinois, Urbana-Champaign",NA,-88.2271615,40.1019523,NA,NA,NA,NA,NA,NA
NA,Indiana University School of Medicine - Evansville,"Evansville, Indiana",Indiana,2017,MD,"Indiana University School of Medicine - Evansville, Indiana, Evansville, Indiana",NA,-87.56786100000001,37.9708021,NA,NA,NA,NA,NA,NA
02517,Oakland University William Beaumont School of Medicine,Rochester,Michigan,2008,MD,"Oakland University William Beaumont School of Medicine, Michigan, Rochester",507,-83.2152964,42.6744905,NA,NA,NA,NA,64,142
NA,"University of Nevada, Las Vegas School of Medicine",Las Vegas,Nevada,2014,MD,"University of Nevada, Las Vegas School of Medicine, Nevada, Las Vegas",NA,-115.1431709,36.1085197,NA,NA,NA,NA,NA,NA
03307,Cooper Medical School of Rowan University,Camden,New Jersey,2009,MD,"Cooper Medical School of Rowan University, New Jersey, Camden",507,-75.1196932,39.9404744,NA,NA,NA,NA,49,52
NA,Hackensack Meridian School of Medicine at Seton Hall University,Nutley,New Jersey,2015,MD,"Hackensack Meridian School of Medicine at Seton Hall University, New Jersey, Nutley",NA,-74.1550872,40.8334911,NA,NA,NA,NA,NA,NA
03501,Columbia University Roy and Diana Vagelos College of Physicians and Surgeons,Manhattan,New York,1767,MD,"Columbia University Roy and Diana Vagelos College of Physicians and Surgeons, New York, Manhattan",519,-73.9411973,40.8410971,NA,NA,NA,NA,1261,5665
NA,Touro College of Osteopathic Medicine,Middletown,New York,2014,DO,"Touro College of Osteopathic Medicine, New York, Middletown",NA,-74.40866609999999,41.4425205,NA,NA,NA,NA,NA,NA
04115,Drexel University College of Medicine,Philadelphia,Pennsylvania,1848,MD,"Drexel University College of Medicine, Pennsylvania, Philadelphia",511,-75.1796122,40.0193227,NA,NA,NA,NA,1285,3328
NA,University of Texas Rio Grande Valley School of Medicine,Edinburg,Texas,2013,MD,"University of Texas Rio Grande Valley School of Medicine, Texas, Edinburg",NA,-98.17532399999999,26.3099253,NA,NA,NA,NA,NA,NA
NA,Dell Medical School at The University of Texas at Austin,Austin,Texas,2013,MD,"Dell Medical School at The University of Texas at Austin, Texas, Austin",NA,-97.73314359999999,30.2754515,NA,NA,NA,NA,NA,NA
NA,University of the Incarnate Word School of Osteopathic Medicine,San Antonio,Texas,2015,DO,"University of the Incarnate Word School of Osteopathic Medicine, Texas, San Antonio",NA,-98.4537581,29.3498341,NA,NA,NA,NA,NA,NA
NA,University of North Texas Health Science Center - Texas Christian University,"Fort Worth, Texas",Texas,2018,MD,"University of North Texas Health Science Center - Texas Christian University, Texas, Fort Worth, Texas",NA,-97.3688754,32.7500894,NA,NA,NA,NA,NA,NA
NA,Rocky Vista University College of Osteopathic Medicine - Southern Utah Campus,Ivins,Utah,2006,DO,"Rocky Vista University College of Osteopathic Medicine - Southern Utah Campus, Utah, Ivins",NA,-113.6733467,37.1691243,NA,NA,NA,NA,NA,NA
05175,Edward Via College of Osteopathic Medicine,Blacksburg,Virginia,2002,DO,"Edward Via College of Osteopathic Medicine, Virginia, Blacksburg",500,-80.40607539999999,37.1996973,NA,NA,NA,NA,375,647
05475,Pacific Northwest University of Health Sciences,Yakima,Washington,2005,DO,"Pacific Northwest University of Health Sciences, Washington, Yakima",502,-120.4558567,46.60281,NA,NA,NA,NA,97,147
NA,Washington State University Elson S. Floyd College of Medicine,Spokane,Washington,2015,MD,"Washington State University Elson S. Floyd College of Medicine, Washington, Spokane",NA,-117.4049477,47.6602793,NA,NA,NA,NA,NA,NA
